0.00,431.08,67.35,0.00
0.00,357.10,66.32,0.00
0.00,294.37,51.24,0.00
0.00,452.33,46.40,0.00
0.00,429.20,36.87,0.00
0.00,366.15,34.56,0.00
0.00,487.54,58.68,0.00
0.00,254.15,21.57,0.00
0.00,93.54,54.68,0.00
0.00,71.05,38.23,0.00
0.00,315.00,40.28,0.00
0.00,404.21,27.31,0.00
0.00,177.63,27.52,0.00
0.00,496.79,29.71,0.00
0.00,242.28,34.68,0.00
0.00,127.49,22.57,0.00
0.00,456.90,35.33,0.00
0.00,54.93,37.44,0.00
0.00,292.97,25.13,0.00
0.00,244.07,30.15,0.00
0.00,295.09,54.73,0.00
0.00,247.22,28.25,0.00
0.00,306.38,31.56,0.00
0.00,219.28,65.78,0.00
0.00,153.34,53.38,0.00
0.00,360.82,41.49,0.00
0.00,238.53,34.91,0.00
0.00,427.22,20.74,0.00
0.00,445.65,54.15,0.00
0.00,324.41,50.05,0.00
0.00,299.87,35.26,0.00
0.00,333.95,37.18,0.00
0.00,302.86,29.24,0.00
0.00,235.48,59.47,0.00
0.00,184.31,66.39,0.00
0.00,104.90,69.11,0.00
0.00,196.36,35.06,0.00
0.00,381.93,35.63,0.00
0.00,338.82,67.45,0.00
0.00,366.02,50.69,0.00
0.00,322.40,53.63,0.00
0.00,403.97,40.97,0.00
0.00,304.42,59.77,0.00
0.00,258.21,59.99,0.00
0.00,150.57,51.31,0.00
0.00,119.34,67.65,0.00
0.00,312.11,53.65,0.00
0.00,326.02,21.44,0.00
0.00,53.01,34.36,0.00
0.00,93.95,57.08,0.00
0.00,489.61,56.64,0.00
0.00,308.12,38.20,0.00
0.00,88.62,52.14,0.00
0.00,197.40,61.85,0.00
0.00,294.20,45.62,0.00
0.00,484.73,25.26,0.00
0.00,404.56,40.06,0.00
0.00,265.71,26.36,0.00
0.00,491.80,36.13,0.00
0.00,73.26,60.47,0.00
0.00,121.70,44.19,0.00
0.00,85.63,47.49,0.00
0.00,412.42,52.28,0.00
0.00,148.58,36.20,0.00
0.00,60.61,28.60,0.00
0.00,93.97,38.39,0.00
0.00,144.63,61.49,0.00
0.00,257.93,69.86,0.00
0.00,96.27,42.84,0.00
0.00,396.12,36.07,0.00
0.00,284.93,52.84,0.00
0.00,168.39,63.08,0.00
0.00,477.77,63.13,0.00
0.00,290.92,60.77,0.00
0.00,476.30,34.24,0.00
0.00,63.85,39.37,0.00
0.00,144.12,58.59,0.00
0.00,56.90,38.36,0.00
0.00,293.97,62.99,0.00
0.00,149.88,23.45,0.00
0.00,83.69,65.66,0.00
0.00,360.07,44.54,0.00
0.00,200.65,23.85,0.00
0.00,102.88,20.68,0.00
0.00,358.59,35.29,0.00
0.00,475.97,58.83,0.00
0.00,450.18,63.64,0.00
0.00,382.87,66.64,0.00
0.00,247.55,52.50,0.00
0.00,346.82,29.44,0.00
0.00,111.23,56.10,0.00
0.00,159.70,63.21,0.00
0.00,59.84,32.82,0.00
0.00,479.62,26.39,0.00
0.00,113.47,49.92,0.00
0.00,295.22,22.11,0.00
0.00,322.43,31.97,0.00
0.00,365.35,42.07,0.00
0.00,169.70,32.94,0.00
0.00,107.25,41.79,0.00
0.00,330.97,54.96,0.00
0.00,58.10,51.87,0.00
0.00,61.39,58.89,0.00
0.00,380.33,41.59,0.00
0.00,323.54,21.84,0.00
0.00,461.83,50.37,0.00
0.00,153.01,67.97,0.00
0.00,347.29,43.88,0.00
0.00,76.70,63.85,0.00
0.00,88.41,66.71,0.00
0.00,330.19,55.12,0.00
0.00,496.09,69.48,0.00
0.00,456.83,50.38,0.00
0.00,221.17,34.17,0.00
0.00,266.87,58.70,0.00
0.00,346.36,69.89,0.00
0.00,61.05,26.90,0.00
0.00,317.89,33.85,0.00
0.00,443.07,51.50,0.00
0.00,227.72,60.86,0.00
0.00,358.14,48.96,0.00
0.00,73.43,69.39,0.00
0.00,341.49,36.34,0.00
0.00,431.40,55.91,0.00
0.00,223.00,51.11,0.00
0.00,96.23,42.61,0.00
0.00,132.75,30.40,0.00
0.00,359.64,41.42,0.00
0.00,193.23,58.12,0.00
0.00,60.01,65.66,0.00
0.00,441.58,63.05,0.00
0.00,403.16,62.00,0.00
0.00,417.52,43.23,0.00
0.00,248.89,39.42,0.00
0.00,67.30,59.01,0.00
0.00,406.37,51.76,0.00
0.00,317.73,58.67,0.00
0.00,435.06,61.55,0.00
0.00,427.38,63.18,0.00
0.00,170.62,29.81,0.00
0.00,67.43,61.08,0.00
0.00,196.36,53.75,0.00
0.00,237.91,38.58,0.00
0.00,421.25,42.11,0.00
0.00,159.00,55.08,0.00
0.00,229.34,32.83,0.00
0.00,435.91,61.33,0.00
0.00,350.49,55.29,0.00
0.00,153.30,47.41,0.00
0.00,425.29,24.10,0.00
0.00,201.13,37.53,0.00
0.00,184.04,23.17,0.00
0.00,159.85,29.56,0.00
0.00,226.16,24.92,0.00
0.00,496.99,48.15,0.00
0.00,384.29,60.38,0.00
0.00,195.53,67.76,0.00
0.00,363.15,31.57,0.00
0.00,314.52,48.60,0.00
0.00,440.46,30.97,0.00
0.00,437.20,31.53,0.00
0.00,404.07,42.28,0.00
0.00,485.45,48.70,0.00
0.00,417.26,60.31,0.00
0.00,382.30,37.64,0.00
0.00,149.66,26.35,0.00
0.00,473.41,32.71,0.00
0.00,262.50,46.89,0.00
0.00,76.26,31.70,0.00
0.00,101.79,47.40,0.00
0.00,126.65,32.40,0.00
0.00,475.41,26.89,0.00
0.00,352.19,34.66,0.00
0.00,398.42,28.10,0.00
0.00,342.16,25.49,0.00
0.00,321.03,58.24,0.00
0.00,401.76,52.94,0.00
0.00,167.00,48.91,0.00
0.00,103.61,66.64,0.00
0.00,450.05,47.60,0.00
0.00,495.73,24.79,0.00
0.00,259.08,68.19,0.00
0.00,132.08,46.57,0.00
0.00,469.10,67.26,0.00
0.00,137.32,33.29,0.00
0.00,182.82,21.89,0.00
0.00,130.43,66.37,0.00
0.00,382.06,55.33,0.00
0.00,413.41,44.98,0.00
0.00,56.38,57.65,0.00
0.00,79.15,38.45,0.00
0.00,74.44,40.68,0.00
0.00,254.02,27.27,0.00
0.00,304.14,25.56,0.00
0.00,270.39,42.15,0.00
0.00,73.24,33.53,0.00
0.00,487.91,58.50,0.00
0.00,375.58,66.45,0.00
0.00,136.53,69.74,0.00
0.00,77.53,59.53,0.00
0.00,361.80,31.03,0.00
0.00,118.45,62.92,0.00
0.00,95.30,61.96,0.00
0.00,268.08,61.40,0.00
0.00,187.60,37.21,0.00
0.00,111.98,61.83,0.00
0.00,459.96,46.73,0.00
0.00,473.28,36.32,0.00
0.00,443.92,38.59,0.00
0.00,295.29,59.40,0.00
0.00,143.94,36.95,0.00
0.00,79.35,48.53,0.00
0.00,304.27,51.58,0.00
0.00,398.29,68.57,0.00
0.00,318.18,20.95,0.00
0.00,195.53,48.48,0.00
0.00,280.87,23.73,0.00
0.00,390.64,54.69,0.00
0.00,191.33,26.10,0.00
0.00,397.31,24.56,0.00
0.00,135.80,30.82,0.00
0.00,448.58,31.27,0.00
0.00,463.89,53.94,0.00
0.00,453.95,52.75,0.00
0.00,296.44,37.81,0.00
0.00,85.43,59.92,0.00
0.00,88.62,24.80,0.00
0.00,304.39,55.07,0.00
0.00,167.12,60.18,0.00
0.00,118.59,64.61,0.00
0.00,66.25,20.18,0.00
0.00,234.51,62.13,0.00
0.00,270.16,55.49,0.00
0.00,301.58,36.94,0.00
0.00,67.29,41.08,0.00
0.00,464.91,66.47,0.00
0.00,313.79,67.50,0.00
0.00,342.62,44.65,0.00
0.00,328.22,26.60,0.00
0.00,179.47,56.99,0.00
0.00,136.35,40.31,0.00
0.00,463.99,33.02,0.00
0.00,90.71,49.30,0.00
0.00,165.56,46.77,0.00
0.00,314.43,27.40,0.00
0.00,248.66,22.08,0.00
0.00,112.87,34.26,0.00
0.00,254.35,42.42,0.00
0.00,121.32,35.44,0.00
0.00,80.48,24.57,0.00
0.00,308.04,64.10,0.00
0.00,286.56,62.80,0.00
0.00,295.69,33.46,0.00
0.00,112.02,52.25,0.00
0.00,370.33,32.06,0.00
0.00,245.89,30.02,0.00
0.00,262.01,64.24,0.00
0.00,339.45,55.06,0.00
0.00,216.43,25.42,0.00
0.00,274.31,39.79,0.00
0.00,175.98,24.38,0.00
0.00,283.57,58.84,0.00
0.00,114.15,64.13,0.00
0.00,391.18,65.44,0.00
0.00,70.02,23.74,0.00
0.00,79.88,23.60,0.00
0.00,454.11,54.69,0.00
0.00,100.41,29.43,0.00
0.00,374.32,32.15,0.00
0.00,132.87,28.89,0.00
0.00,408.84,51.94,0.00
0.00,178.42,32.54,0.00
0.00,428.82,49.30,0.00
0.00,95.72,61.06,0.00
0.00,286.32,58.19,0.00
0.00,252.35,53.91,0.00
0.00,345.47,24.58,0.00
0.00,343.15,27.61,0.00
0.00,433.06,58.94,0.00
0.00,385.62,37.43,0.00
0.00,283.56,33.71,0.00
0.00,275.43,36.73,0.00
0.00,466.03,68.65,0.00
0.00,466.01,68.12,0.00
0.00,428.72,22.86,0.00
0.00,213.45,60.66,0.00
0.00,62.88,20.17,0.00
0.00,58.88,64.68,0.00
0.00,475.16,38.32,0.00
0.00,74.02,21.93,0.00
0.00,56.32,22.02,0.00
0.00,199.32,62.13,0.00
0.00,408.23,26.44,0.00
0.00,135.64,65.37,0.00
0.00,373.94,41.88,0.00
0.00,276.59,62.77,0.00
0.00,60.36,51.81,0.00
0.00,305.49,24.42,0.00
0.00,232.23,39.42,0.00
0.00,151.08,68.24,0.00
0.00,331.89,28.73,0.00
0.00,126.33,52.07,0.00
0.00,199.07,23.38,0.00
0.00,133.40,56.48,0.00
0.00,447.85,49.50,0.00
0.00,109.99,36.25,0.00
0.00,169.22,25.72,0.00
0.00,165.96,21.97,0.00
0.00,483.03,57.23,0.00
0.00,143.27,50.21,0.00
0.00,113.58,49.07,0.00
0.00,116.84,31.74,0.00
0.00,476.69,45.03,0.00
0.00,230.87,67.44,0.00
0.00,159.85,67.88,0.00
0.00,476.21,58.50,0.00
0.00,314.92,39.70,0.00
0.00,158.65,58.56,0.00
0.00,326.53,30.91,0.00
0.00,481.57,28.31,0.00
0.00,186.95,44.43,0.00
0.00,494.77,58.67,0.00
0.00,76.10,20.39,0.00
0.00,435.88,50.98,0.00
0.00,131.80,36.92,0.00
0.00,425.61,53.67,0.00
0.00,273.35,64.69,0.00
0.00,101.63,39.42,0.00
0.00,233.86,41.50,0.00
0.00,204.87,68.43,0.00
0.00,326.02,43.39,0.00
0.00,126.00,44.51,0.00
0.00,223.27,48.98,0.00
0.00,368.03,60.33,0.00
0.00,467.96,34.79,0.00
0.00,357.68,67.82,0.00
0.00,181.08,31.40,0.00
0.00,371.79,38.10,0.00
0.00,240.74,30.24,0.00
0.00,91.47,26.79,0.00
0.00,421.07,68.26,0.00
0.00,189.60,65.43,0.00
0.00,460.86,35.39,0.00
0.00,181.75,43.17,0.00
0.00,110.83,43.95,0.00
0.00,245.29,24.54,0.00
0.00,360.98,66.01,0.00
0.00,313.55,48.62,0.00
0.00,409.12,60.00,0.00
0.00,481.00,39.19,0.00
0.00,256.21,43.48,0.00
0.00,87.75,66.59,0.00
0.00,190.22,44.86,0.00
0.00,288.23,42.92,0.00
0.00,408.92,48.22,0.00
0.00,287.77,63.54,0.00
0.00,302.11,68.37,0.00
0.00,262.38,42.63,0.00
0.00,315.36,20.05,0.00
0.00,95.54,57.42,0.00
0.00,138.27,53.74,0.00
0.00,429.01,57.84,0.00
0.00,141.91,20.88,0.00
0.00,359.29,48.75,0.00
0.00,68.92,38.89,0.00
0.00,192.30,63.30,0.00
0.00,473.52,48.24,0.00
0.00,209.40,31.57,0.00
0.00,464.42,63.17,0.00
0.00,408.05,40.88,0.00
0.00,258.60,44.87,0.00
0.00,121.79,37.35,0.00
0.00,196.50,46.82,0.00
0.00,486.72,56.69,0.00
0.00,64.81,65.10,0.00
0.00,440.47,38.34,0.00
0.00,52.42,58.34,0.00
0.00,185.46,49.85,0.00
0.00,228.73,56.54,0.00
0.00,390.48,28.66,0.00
0.00,131.60,27.89,0.00
0.00,142.79,69.61,0.00
0.00,486.74,45.28,0.00
0.00,401.03,57.78,0.00
0.00,441.97,40.39,0.00
0.00,381.30,26.44,0.00
0.00,464.57,61.86,0.00
0.00,406.15,47.62,0.00
0.00,321.06,56.11,0.00
0.00,203.75,49.13,0.00
0.00,443.29,43.34,0.00
0.00,217.30,20.02,0.00
0.00,379.21,30.18,0.00
0.00,467.49,34.34,0.00
0.00,197.37,26.44,0.00
0.00,95.03,61.00,0.00
0.00,95.65,61.05,0.00
0.00,403.39,47.19,0.00
0.00,493.42,56.54,0.00
0.00,55.62,60.55,0.00
0.00,460.73,68.39,0.00
0.00,57.32,29.65,0.00
0.00,394.34,36.24,0.00
0.00,241.27,39.31,0.00
0.00,233.66,68.70,0.00
0.00,354.24,46.82,0.00
0.00,66.06,21.77,0.00
0.00,431.99,26.68,0.00
0.00,209.63,27.25,0.00
0.00,181.62,65.72,0.00
0.00,264.91,32.53,0.00
0.00,485.98,57.97,0.00
0.00,195.85,46.57,0.00
0.00,363.65,44.61,0.00
0.00,436.00,65.94,0.00
0.00,63.95,29.50,0.00
0.00,138.41,35.04,0.00
0.00,126.98,30.08,0.00
0.00,273.27,66.90,0.00
0.00,351.46,63.32,0.00
0.00,428.84,23.68,0.00
0.00,211.81,59.90,0.00
0.00,292.21,23.90,0.00
0.00,487.61,58.59,0.00
0.00,96.82,40.56,0.00
0.00,84.03,42.01,0.00
0.00,468.06,21.74,0.00
0.00,208.75,69.51,0.00
0.00,104.38,61.64,0.00
0.00,265.99,32.93,0.00
0.00,490.41,66.33,0.00
0.00,489.00,51.08,0.00
0.00,280.05,51.50,0.00
0.00,257.17,25.04,0.00
0.00,293.59,43.69,0.00
0.00,370.41,62.73,0.00
0.00,298.97,52.69,0.00
0.00,242.66,32.72,0.00
0.00,111.85,51.43,0.00
0.00,338.31,20.61,0.00
0.00,112.96,25.97,0.00
0.00,342.70,36.97,0.00
0.00,478.79,42.24,0.00
0.00,144.88,69.08,0.00
0.00,230.25,36.03,0.00
0.00,225.32,21.93,0.00
0.00,357.13,20.71,0.00
0.00,485.00,60.93,0.00
0.00,216.77,44.05,0.00
0.00,343.94,30.18,0.00
0.00,452.69,49.59,0.00
0.00,332.87,65.26,0.00
0.00,307.75,47.70,0.00
0.00,399.98,64.13,0.00
0.00,484.30,36.86,0.00
0.00,460.27,42.95,0.00
0.00,447.32,54.28,0.00
0.00,358.61,41.02,0.00
0.00,286.60,60.21,0.00
0.00,252.04,21.24,0.00
0.00,149.06,25.78,0.00
0.00,282.97,27.59,0.00
0.00,202.58,27.07,0.00
0.00,458.64,43.16,0.00
0.00,236.83,37.71,0.00
0.00,79.83,69.48,0.00
0.00,380.94,35.70,0.00
0.00,269.16,52.56,0.00
0.00,420.17,53.01,0.00
0.00,402.83,50.84,0.00
0.00,315.51,42.08,0.00
0.00,418.03,27.15,0.00
0.00,106.11,49.46,0.00
0.00,271.52,58.09,0.00
0.00,127.94,68.85,0.00
0.00,454.63,62.76,0.00
0.00,180.15,20.38,0.00
0.00,469.75,57.10,0.00
0.00,52.18,50.68,0.00
0.00,261.16,44.94,0.00
0.00,114.63,60.22,0.00
0.00,447.44,58.36,0.00
0.00,230.19,67.02,0.00
0.00,109.42,44.81,0.00
0.00,464.11,20.95,0.00
0.00,161.69,69.17,0.00
0.00,63.42,45.34,0.00
0.00,168.28,59.78,0.00
0.00,210.22,21.92,0.00
0.00,281.35,58.75,0.00
0.00,369.13,25.36,0.00
0.00,199.23,46.67,0.00
0.00,164.75,66.86,0.00
0.00,344.35,68.15,0.00
0.00,191.47,37.58,0.00
0.00,214.52,62.87,0.00
0.00,350.21,20.17,0.00
0.00,260.56,33.08,0.00
0.00,165.65,42.23,0.00
0.00,365.57,69.33,0.00
0.00,322.00,47.15,0.00
0.00,328.97,45.88,0.00
0.00,326.71,54.72,0.00
0.00,305.76,53.53,0.00
0.00,425.80,43.38,0.00
0.00,142.92,29.94,0.00
0.00,273.50,42.73,0.00
0.00,441.35,37.55,0.00
0.00,459.82,68.39,0.00
0.00,289.37,58.81,0.00
0.00,179.90,53.40,0.00
0.00,79.48,32.30,0.00
0.00,159.11,45.69,0.00
0.00,299.13,22.81,0.00
0.00,357.41,59.95,0.00
0.00,432.94,24.98,0.00
0.00,414.91,63.29,0.00
0.00,307.88,27.89,0.00
0.00,136.58,29.95,0.00
0.00,287.84,24.08,0.00
0.00,390.74,51.97,0.00
0.00,323.38,28.41,0.00
0.00,231.45,47.86,0.00
0.00,52.70,63.18,0.00
0.00,294.15,20.10,0.00
0.00,81.57,60.26,0.00
0.00,423.45,62.48,0.00
0.00,104.53,53.18,0.00
0.00,447.80,52.75,0.00
0.00,222.40,39.27,0.00
0.00,138.91,67.65,0.00
0.00,163.38,24.73,0.00
0.00,154.53,35.86,0.00
0.00,212.35,24.21,0.00
0.00,186.15,67.68,0.00
0.00,241.50,33.89,0.00
0.00,129.14,38.64,0.00
0.00,264.06,68.91,0.00
0.00,80.07,43.84,0.00
0.00,121.91,26.30,0.00
0.00,297.91,41.63,0.00
0.00,66.72,40.98,0.00
0.00,390.04,38.76,0.00
0.00,482.33,35.71,0.00
0.00,449.42,42.49,0.00
0.00,203.12,24.04,0.00
0.00,419.33,60.09,0.00
0.00,214.68,28.25,0.00
0.00,486.06,28.95,0.00
0.00,136.40,46.12,0.00
0.00,216.27,42.42,0.00
0.00,452.47,27.30,0.00
0.00,98.90,23.68,0.00
0.00,285.66,64.13,0.00
0.00,53.75,35.13,0.00
0.00,449.35,62.26,0.00
0.00,267.81,20.91,0.00
0.00,311.39,45.02,0.00
0.00,130.48,29.89,0.00
0.00,55.15,31.67,0.00
0.00,359.82,55.97,0.00
0.00,486.19,26.65,0.00
0.00,295.19,44.51,0.00
0.00,238.69,66.59,0.00
0.00,380.59,25.70,0.00
0.00,341.86,23.29,0.00
0.00,392.40,22.43,0.00
0.00,347.52,58.41,0.00
0.00,265.55,38.16,0.00
0.00,178.02,52.04,0.00
0.00,153.94,48.85,0.00
0.00,221.24,26.98,0.00
0.00,229.86,25.15,0.00
0.00,66.94,60.09,0.00
0.00,319.46,32.70,0.00
0.00,456.79,31.25,0.00
0.00,352.85,22.19,0.00
0.00,413.27,41.01,0.00
0.00,356.18,42.63,0.00
0.00,402.54,45.94,0.00
0.00,283.37,47.43,0.00
0.00,314.88,50.52,0.00
0.00,465.62,38.45,0.00
0.00,205.89,53.83,0.00
0.00,355.60,26.13,0.00
0.00,267.75,65.18,0.00
0.00,363.90,54.87,0.00
0.00,141.96,69.32,0.00
0.00,336.44,59.59,0.00
0.00,213.02,56.82,0.00
0.00,368.34,53.48,0.00
0.00,99.64,64.87,0.00
0.00,199.71,42.11,0.00
0.00,352.96,24.69,0.00
0.00,350.77,60.88,0.00
0.00,360.64,41.46,0.00
0.00,467.57,58.51,0.00
0.00,87.96,40.36,0.00
0.00,365.31,28.43,0.00
0.00,259.11,26.21,0.00
0.00,273.68,44.77,0.00
0.00,361.93,45.44,0.00
0.00,488.01,26.36,0.00
0.00,305.36,33.92,0.00
0.00,477.50,42.87,0.00
0.00,406.61,39.96,0.00
0.00,71.79,47.57,0.00
0.00,476.09,37.06,0.00
0.00,199.45,40.25,0.00
0.00,437.46,68.16,0.00
0.00,310.70,44.71,0.00
0.00,444.93,26.29,0.00
0.00,265.52,63.27,0.00
0.00,220.25,43.70,0.00
0.00,338.11,29.47,0.00
0.00,197.57,41.87,0.00
0.00,67.68,59.89,0.00
0.00,322.33,60.17,0.00
0.00,70.89,57.98,0.00
0.00,265.45,59.30,0.00
0.00,156.75,45.33,0.00
0.00,280.10,63.86,0.00
0.00,55.71,20.86,0.00
0.00,273.67,50.24,0.00
0.00,86.90,31.38,0.00
0.00,437.62,67.57,0.00
0.00,172.14,23.19,0.00
0.00,384.96,42.28,0.00
0.00,308.65,52.68,0.00
0.00,410.03,48.72,0.00
0.00,283.21,22.56,0.00
0.00,140.38,60.37,0.00
0.00,421.38,25.81,0.00
0.00,326.97,53.37,0.00
0.00,465.78,23.48,0.00
0.00,158.04,24.57,0.00
0.00,235.05,55.46,0.00
0.00,168.67,37.27,0.00
0.00,320.63,44.39,0.00
0.00,73.06,43.00,0.00
0.00,227.30,31.77,0.00
0.00,93.15,59.62,0.00
0.00,382.92,36.80,0.00
0.00,198.23,62.99,0.00
0.00,374.36,67.97,0.00
0.00,355.18,36.01,0.00
0.00,286.16,63.34,0.00
0.00,374.49,65.67,0.00
0.00,261.18,67.95,0.00
0.00,416.23,41.09,0.00
0.00,479.97,67.23,0.00
0.00,361.64,65.85,0.00
0.00,128.16,32.09,0.00
0.00,260.48,38.18,0.00
0.00,248.95,58.82,0.00
0.00,466.13,65.77,0.00
0.00,342.84,55.67,0.00
0.00,405.94,42.76,0.00
0.00,333.63,37.81,0.00
0.00,194.07,63.61,0.00
0.00,188.85,32.22,0.00
0.00,374.59,49.87,0.00
0.00,479.83,63.72,0.00
0.00,461.04,55.78,0.00
0.00,199.75,24.39,0.00
0.00,371.15,64.24,0.00
0.00,468.16,51.71,0.00
0.00,481.95,42.54,0.00
0.00,140.46,49.91,0.00
0.00,363.01,43.16,0.00
0.00,260.75,24.63,0.00
0.00,117.95,30.41,0.00
0.00,392.04,28.66,0.00
0.00,238.55,49.82,0.00
0.00,128.05,55.19,0.00
0.00,338.81,48.21,0.00
0.00,254.81,49.65,0.00
0.00,99.75,54.90,0.00
0.00,239.93,22.36,0.00
0.00,272.97,57.66,0.00
0.00,396.32,31.70,0.00
0.00,387.08,39.58,0.00
0.00,166.85,44.55,0.00
0.00,166.51,21.81,0.00
0.00,496.77,41.20,0.00
0.00,264.43,57.09,0.00
0.00,180.89,52.00,0.00
0.00,101.67,51.92,0.00
0.00,139.66,58.19,0.00
0.00,193.27,66.24,0.00
0.00,475.73,44.52,0.00
0.00,318.58,45.47,0.00
0.00,135.12,61.95,0.00
0.00,179.75,33.78,0.00
0.00,395.47,38.36,0.00
0.00,356.35,41.13,0.00
0.00,184.55,30.96,0.00
0.00,327.75,56.77,0.00
0.00,185.87,47.36,0.00
0.00,148.89,54.85,0.00
0.00,268.42,62.95,0.00
0.00,217.44,23.41,0.00
0.00,359.81,38.16,0.00
0.00,425.24,52.01,0.00
0.00,107.32,57.94,0.00
0.00,186.11,63.69,0.00
0.00,471.19,31.49,0.00
0.00,94.65,48.25,0.00
0.00,265.68,46.71,0.00
0.00,463.87,27.88,0.00
0.00,293.32,44.18,0.00
0.00,158.00,55.95,0.00
0.00,334.12,33.77,0.00
0.00,396.16,52.72,0.00
0.00,306.47,58.22,0.00
0.00,240.50,31.88,0.00
0.00,99.17,45.44,0.00
0.00,274.08,39.94,0.00
0.00,431.54,38.65,0.00
0.00,115.80,31.80,0.00
0.00,447.14,61.93,0.00
0.00,477.62,39.03,0.00
0.00,361.66,25.17,0.00
0.00,93.42,47.71,0.00
0.00,141.84,68.54,0.00
0.00,80.59,62.02,0.00
0.00,282.53,58.84,0.00
0.00,479.26,50.32,0.00
0.00,96.85,44.26,0.00
0.00,353.33,57.35,0.00
0.00,195.63,61.03,0.00
0.00,414.46,62.15,0.00
0.00,146.19,53.85,0.00
0.00,289.67,52.62,0.00
0.00,222.78,34.32,0.00
0.00,367.82,50.50,0.00
0.00,465.08,52.70,0.00
0.00,221.72,26.99,0.00
0.00,495.89,56.00,0.00
0.00,135.14,57.74,0.00
0.00,410.46,25.68,0.00
0.00,190.27,68.64,0.00
0.00,376.64,51.78,0.00
0.00,281.91,40.97,0.00
0.00,296.55,50.70,0.00
0.00,436.04,52.23,0.00
0.00,285.34,34.17,0.00
0.00,224.44,30.86,0.00
0.00,335.65,64.23,0.00
0.00,420.74,25.71,0.00
0.00,275.43,35.87,0.00
0.00,179.12,28.70,0.00
0.00,220.42,50.94,0.00
0.00,135.91,26.49,0.00
0.00,116.58,36.17,0.00
0.00,96.17,63.14,0.00
0.00,306.25,69.58,0.00
0.00,374.04,57.44,0.00
0.00,409.28,46.53,0.00
0.00,233.31,51.71,0.00
0.00,110.46,34.61,0.00
0.00,340.60,68.67,0.00
0.00,449.37,55.18,0.00
0.00,52.98,62.15,0.00
0.00,477.78,43.07,0.00
0.00,235.40,57.77,0.00
0.00,188.01,50.88,0.00
0.00,97.26,58.54,0.00
0.00,379.74,39.42,0.00
0.00,465.55,46.44,0.00
0.00,275.53,69.63,0.00
0.00,390.67,28.39,0.00
0.00,450.76,52.59,0.00
0.00,493.97,49.57,0.00
0.00,345.64,33.00,0.00
0.00,319.52,38.58,0.00
0.00,416.81,43.90,0.00
0.00,77.28,51.85,0.00
0.00,380.03,37.40,0.00
0.00,466.02,31.04,0.00
0.00,379.53,21.43,0.00
0.00,186.84,51.56,0.00
0.00,276.79,40.24,0.00
0.00,317.05,59.11,0.00
0.00,485.68,29.54,0.00
0.00,495.56,64.05,0.00
0.00,491.88,63.52,0.00
0.00,262.34,20.92,0.00
0.00,325.08,48.41,0.00
0.00,360.02,56.03,0.00
0.00,282.54,24.53,0.00
0.00,207.30,20.66,0.00
0.00,472.14,22.23,0.00
0.00,384.52,38.59,0.00
0.00,192.42,39.34,0.00
0.00,469.57,51.36,0.00
0.00,431.47,46.23,0.00
0.00,139.69,64.98,0.00
0.00,374.63,57.65,0.00
0.00,441.87,68.70,0.00
0.00,189.62,29.28,0.00
0.00,461.80,55.32,0.00
